"search-number","evaluation","technology-diffusion-method*","word-of-mouth?*","technology-adoption*","technology-awareness*","debug?*","deliberation_rate*","innovation*","p_leader_social*","p_mainstream_social*","p_hedonistic_social*","fitness","num-replicates","best-fitness-so-far"
"1","5","""schwarz""","false","0","5","false","0.010908162781166526","""showerhead""","0.23876892500512026","0.38024783340058754","0.6487636003937213","1045.92","5","1045.92"
"1","10","""schwarz""","false","0","5","false","0.012012700720715622","""showerhead""","0.23876892500512026","0.38024783340058754","0.6487636003937213","1049.72","5","1045.92"
"1","15","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.23876892500512026","0.38024783340058754","0.6487636003937213","11.812000000000001","5","11.812000000000001"
"1","20","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.24924711527050492","0.38024783340058754","0.6487636003937213","12.364","5","11.812000000000001"
"1","25","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.24924711527050492","0.38024783340058754","0.6562949683956263","12.212000000000002","5","11.812000000000001"
"1","30","""schwarz""","false","0","5","false","0.010908162781166526","""showerhead""","0.24924711527050492","0.38024783340058754","0.6562949683956263","1044.72","5","11.812000000000001"
"1","35","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.24924711527050492","0.34901587987239846","0.6562949683956263","13.264000000000001","5","11.812000000000001"
"1","40","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.24924711527050492","0.2186887621953805","0.6562949683956263","14.512","5","11.812000000000001"
"1","45","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.24924711527050492","0.38024783340058754","0.8037863216219696","13.364","5","11.812000000000001"
"1","50","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.18979647619170978","0.38024783340058754","0.6562949683956263","10.264000000000003","5","10.264000000000003"
"1","55","""schwarz""","true","0","5","false","0.008417264861886587","""showerhead""","0.18979647619170978","0.38024783340058754","0.6562949683956263","16.28","5","10.264000000000003"
"1","60","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.2702706852753348","0.38024783340058754","0.6562949683956263","12.812000000000001","5","10.264000000000003"
"1","65","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.18979647619170978","0.289052869739823","0.6562949683956263","13.663999999999998","5","10.264000000000003"
"1","70","""schwarz""","false","0","5","false","0.010908162781166526","""showerhead""","0.18979647619170978","0.38024783340058754","0.6562949683956263","1048.02","5","10.264000000000003"
"1","75","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.18979647619170978","0.38024783340058754","0.7342102727578304","12.212000000000002","5","10.264000000000003"
"1","80","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.17933268901825222","0.38024783340058754","0.6562949683956263","11.664","5","10.264000000000003"
"1","85","""schwarz""","true","0","5","false","0.006064409577975853","""showerhead""","0.18979647619170978","0.38024783340058754","0.6562949683956263","23.98","5","10.264000000000003"
"1","90","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.18979647619170978","0.33116006470999293","0.6562949683956263","12.511999999999999","5","10.264000000000003"
"1","95","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.18979647619170978","0.20013475865519936","0.6562949683956263","13.812","5","10.264000000000003"
"1","100","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.18979647619170978","0.3321808047247604","0.6562949683956263","12.84","5","10.264000000000003"
"1","105","""schwarz""","false","0","5","false","0.010908162781166526","""showerhead""","0.18979647619170978","0.4636036803464867","0.6562949683956263","1044.42","5","10.264000000000003"
"1","110","""schwarz""","true","0","5","false","0.0120730164811545","""showerhead""","0.18979647619170978","0.38024783340058754","0.6562949683956263","12.611999999999998","5","10.264000000000003"
"1","115","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.18979647619170978","0.3728046535391698","0.6562949683956263","13.264","5","10.264000000000003"
"1","120","""schwarz""","true","0","5","false","0.012553893132912667","""showerhead""","0.18979647619170978","0.38024783340058754","0.6562949683956263","13.212","5","10.264000000000003"
"1","125","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.2905610721627461","0.38024783340058754","0.6562949683956263","13.764000000000001","5","10.264000000000003"
"1","130","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.18979647619170978","0.2326146849163912","0.6562949683956263","16.312","5","10.264000000000003"
"1","135","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.18979647619170978","0.38024783340058754","0.8657392646677825","10.280000000000001","5","10.264000000000003"
"1","140","""schwarz""","true","0","5","false","0.01039086111494824","""showerhead""","0.18979647619170978","0.537182239865139","0.8657392646677825","11.580000000000002","5","10.264000000000003"
"1","145","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.27318084964220984","0.38024783340058754","0.8657392646677825","12.564","5","10.264000000000003"
"1","150","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.01984340097859258","0.38024783340058754","0.8657392646677825","9.712000000000002","5","9.712000000000002"
"1","155","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.04432957493609968","0.38024783340058754","0.8916230888189195","8.164","5","8.164"
"1","160","""schwarz""","false","0","5","false","0.010908162781166526","""showerhead""","0.04432957493609968","0.38024783340058754","0.8916230888189195","1048.52","5","8.164"
"1","165","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.04432957493609968","0.38024783340058754","0.9399069426527298","8.212","5","8.164"
"1","170","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.04432957493609968","0.38024783340058754","0.859227639807193","10.212000000000002","5","8.164"
"1","175","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.04432957493609968","0.38024783340058754","1","9.064","5","8.164"
"1","180","""schwarz""","false","0","5","false","0.013234089612260391","""showerhead""","0.04432957493609968","0.38024783340058754","1","1053.42","5","8.164"
"1","185","""schwarz""","true","0","5","false","0.013635298912685504","""showerhead""","0.04432957493609968","0.38024783340058754","1","13.34","5","8.164"
"1","190","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.04432957493609968","0.38024783340058754","0.8330925137229539","12.04","5","8.164"
"1","195","""schwarz""","true","0","5","false","0.01587054398153704","""showerhead""","0.04432957493609968","0.38024783340058754","1","29.12","5","8.164"
"1","200","""schwarz""","true","0","5","false","0.010908162781166526","""showerhead""","0.19154196451394898","0.38024783340058754","1","10.364","5","8.164"
"1","205","""schwarz""","false","0","5","false","0.010908162781166526","""showerhead""","0.19154196451394898","0.38024783340058754","1","1043.52","5","8.164"
"1","210","""schwarz""","true","0","5","false","0.009792186839727192","""showerhead""","0.19154196451394898","0.38024783340058754","1","12.264000000000001","5","8.164"
"1","215","""schwarz""","true","0","5","false","0.017787177207180004","""showerhead""","0.19154196451394898","0.15928614961603937","1","37.02","5","8.164"
"1","220","""schwarz""","true","0","5","false","0.009792186839727192","""showerhead""","0.19154196451394898","0.2852111870281093","1","11.812000000000001","5","8.164"
"1","225","""schwarz""","false","0","5","false","0.009792186839727192","""showerhead""","0.19154196451394898","0.2852111870281093","1","1041.82","5","8.164"
"1","230","""schwarz""","true","0","5","false","0.009792186839727192","""showerhead""","0.19154196451394898","0.22554134591467354","1","12.611999999999998","5","8.164"
"1","235","""schwarz""","true","0","5","false","0.009792186839727192","""showerhead""","0.19154196451394898","0.22554134591467354","0.9748434641031246","10.964","5","8.164"
"1","240","""schwarz""","true","0","5","false","0.016949191840219167","""showerhead""","0.19154196451394898","0.22554134591467354","0.9748434641031246","36.519999999999996","5","8.164"
"1","245","""schwarz""","true","0","5","false","0.009792186839727192","""showerhead""","0.0776542585699134","0.22554134591467354","0.9748434641031246","11.712000000000003","5","8.164"
"1","250","""schwarz""","true","0","5","false","0.012985138170788186","""showerhead""","0.19154196451394898","0.22554134591467354","0.9748434641031246","15.511999999999999","5","8.164"
"1","255","""schwarz""","true","0","5","false","0.009792186839727192","""showerhead""","0.4428785320055685","0.22554134591467354","0.9748434641031246","13.312","5","8.164"
"1","260","""schwarz""","true","0","5","false","0.009792186839727192","""showerhead""","0.08511765310610656","0.22554134591467354","0.9748434641031246","10.264","5","8.164"
"1","265","""schwarz""","true","0","5","false","0.00623285929400456","""showerhead""","0.08511765310610656","0.22554134591467354","0.9748434641031246","19.78","5","8.164"
"1","270","""schwarz""","true","0","5","false","0.009792186839727192","""showerhead""","0.08511765310610656","0.22554134591467354","0.9668333989281884","10.612000000000004","5","8.164"
"1","275","""schwarz""","true","0","5","false","0.009792186839727192","""showerhead""","0.08511765310610656","0.3542123353073292","0.9832431856923018","10.812000000000001","5","8.164"
"1","280","""schwarz""","true","0","5","false","0.009792186839727192","""showerhead""","0.08511765310610656","0.3542123353073292","1","9.564","5","8.164"
"1","285","""schwarz""","false","0","5","false","0.009792186839727192","""showerhead""","0.08511765310610656","0.3542123353073292","1","1041.32","5","8.164"
"1","290","""schwarz""","false","0","5","false","0.007006511242284111","""showerhead""","0.08511765310610656","0.3542123353073292","1","1026.42","5","8.164"
"1","295","""schwarz""","true","0","5","false","0.009905287052706829","""showerhead""","0.08511765310610656","0.3542123353073292","1","10.564","5","8.164"
"1","300","""schwarz""","true","0","5","false","0.009792186839727192","""showerhead""","0.028829924770314375","0.3542123353073292","1","11.664000000000001","5","8.164"
"2","5","""schwarz""","true","0","5","false","0.023718434907353352","""showerhead""","0.8047810344448523","0.7767091264865454","0.8633737751024817","20.880000000000003","5","20.880000000000003"
"2","10","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.8047810344448523","0.7767091264865454","0.8633737751024817","16.78","5","16.78"
"2","15","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.8047810344448523","0.7364234730195757","0.8633737751024817","16.480000000000004","5","16.480000000000004"
"2","20","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.8047810344448523","0.7364234730195757","0.8874407835154908","16.664","5","16.480000000000004"
"2","25","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.8689004204533616","0.7364234730195757","0.9530559313448802","18.880000000000003","5","16.480000000000004"
"2","30","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.7264791405722247","0.7364234730195757","0.8874407835154908","12.964","5","12.964"
"2","35","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.7264791405722247","0.8269924710747922","0.8874407835154908","18.68","5","12.964"
"2","40","""schwarz""","true","0","5","false","0.024652468154295133","""showerhead""","0.7264791405722247","0.7364234730195757","0.8874407835154908","16.212","5","12.964"
"2","45","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.763234259454994","0.7364234730195757","0.8874407835154908","15.912","5","12.964"
"2","50","""schwarz""","true","0","5","false","0.023221361155357667","""showerhead""","0.7264791405722247","0.7364234730195757","0.8874407835154908","15.464000000000002","5","12.964"
"2","55","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.7264791405722247","0.7364234730195757","0.7448010363368714","15.312000000000001","5","12.964"
"2","60","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.8834850655256754","0.7364234730195757","0.8874407835154908","21.78","5","12.964"
"2","65","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.7264791405722247","0.6625300082284749","0.7877668640982161","16.64","5","12.964"
"2","70","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.7264791405722247","0.7297797138943714","0.8874407835154908","14.464000000000002","5","12.964"
"2","75","""schwarz""","true","0","5","false","0.023455383753134457","""showerhead""","0.7264791405722247","0.7364234730195757","0.8874407835154908","16.38","5","12.964"
"2","80","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.7264791405722247","0.7364234730195757","0.8392327021374015","13.28","5","12.964"
"2","85","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.6602996412700781","0.7364234730195757","0.8392327021374015","14.412000000000003","5","12.964"
"2","90","""schwarz""","true","0","5","false","0.01806201769365688","""showerhead""","0.7264791405722247","0.7364234730195757","0.7998524635110391","20.180000000000003","5","12.964"
"2","95","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.7264791405722247","0.7364234730195757","0.7472831670949098","14.712","5","12.964"
"2","100","""schwarz""","false","0","5","false","0.02629935233319176","""showerhead""","0.7264791405722247","0.7364234730195757","0.8392327021374015","1057.62","5","12.964"
"2","105","""schwarz""","true","0","5","false","0.029114138948471115","""showerhead""","0.7264791405722247","0.7364234730195757","0.8392327021374015","16.412000000000003","5","12.964"
"2","110","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.7264791405722247","0.6439739052547019","0.8392327021374015","15.112000000000002","5","12.964"
"2","115","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.7264791405722247","0.7364234730195757","0.880759382863833","14.612000000000002","5","12.964"
"2","120","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.8581260871343127","0.7364234730195757","0.8392327021374015","19.78","5","12.964"
"2","125","""schwarz""","true","0","5","false","0.025749752350929633","""showerhead""","0.7264791405722247","0.7364234730195757","0.8392327021374015","15.68","5","12.964"
"2","130","""schwarz""","true","0","5","false","0.029651225710042053","""showerhead""","0.7264791405722247","0.7364234730195757","0.781680992190504","14.912000000000003","5","12.964"
"2","135","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.7780465049130808","0.7364234730195757","0.8392327021374015","15.48","5","12.964"
"2","140","""schwarz""","false","0","5","false","0.02629935233319176","""showerhead""","0.6639968056760389","0.7364234730195757","0.8392327021374015","1061.82","5","12.964"
"2","145","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.540450002533886","0.7364234730195757","0.8392327021374015","20.240000000000002","5","12.964"
"2","150","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.7264791405722247","0.7364234730195757","0.7421541971550506","18.112000000000002","5","12.964"
"2","155","""schwarz""","true","0","5","false","0.02836708505381618","""showerhead""","0.7264791405722247","0.7364234730195757","0.8392327021374015","15.164000000000001","5","12.964"
"2","160","""schwarz""","true","0","5","false","0.02629935233319176","""showerhead""","0.7264791405722247","0.5232910407468907","0.8392327021374015","25.54","5","12.964"
