"search-number","evaluation","technology-diffusion-method*","word-of-mouth?*","technology-adoption*","technology-awareness*","debug?*","deliberation_rate*","innovation*","p_leader_social*","p_mainstream_social*","p_hedonistic_social*","policy*","fitness","num-replicates","best-fitness-so-far"
"1","5","""schwarz""","true","0","5","false","0.012768053327112115","""showerhead""","0.97389878635833","0.47463625305855717","0.8833393942336388","""off""","24.580000000000002","5","24.580000000000002"
"1","10","""schwarz""","true","0","5","false","0.012768053327112115","""showerhead""","0.9970140819904929","0.47463625305855717","0.8833393942336388","""off""","22.28","5","22.28"
"1","15","""schwarz""","true","0","5","false","0.012768053327112115","""showerhead""","0.9970140819904929","0.47463625305855717","0.9234749646952471","""off""","26.380000000000003","5","22.28"
"1","20","""schwarz""","true","0","5","false","0.009442194165414898","""showerhead""","0.9970140819904929","0.47463625305855717","0.8833393942336388","""off""","27.580000000000002","5","22.28"
"1","25","""schwarz""","true","0","5","false","0.012768053327112115","""showerhead""","0.9970140819904929","0.47463625305855717","0.8679420983479161","""off""","24.28","5","22.28"
"1","30","""schwarz""","true","0","5","false","0.012768053327112115","""showerhead""","0.8305909880676785","0.47463625305855717","0.8679420983479161","""off""","22.68","5","22.28"
"1","35","""schwarz""","true","0","5","false","0.012768053327112115","""showerhead""","0.8305909880676785","0.47463625305855717","0.8270418581605454","""off""","21.880000000000003","5","21.880000000000003"
"1","40","""schwarz""","true","0","5","false","0.012768053327112115","""showerhead""","0.8305909880676785","0.47463625305855717","0.8683695068573861","""off""","20.88","5","20.88"
"1","45","""schwarz""","true","0","5","false","0.012768053327112115","""showerhead""","0.8305909880676785","0.5372442708280818","0.8683695068573861","""off""","25.68","5","20.88"
"1","50","""schwarz""","true","0","5","false","0.00805299354029122","""showerhead""","0.8305909880676785","0.47463625305855717","0.8683695068573861","""off""","26.18","5","20.88"
"1","55","""schwarz""","true","0","5","false","0.012768053327112115","""showerhead""","0.8305909880676785","0.47463625305855717","0.8110510912200538","""off""","20.880000000000003","5","20.88"
"1","60","""schwarz""","true","0","5","false","0.012768053327112115","""showerhead""","0.8305909880676785","0.47463625305855717","0.9620706767917746","""off""","20.28","5","20.28"
"1","65","""schwarz""","true","0","5","false","0.012768053327112115","""showerhead""","0.8305909880676785","0.47463625305855717","0.9588137720930134","""off""","21.18","5","20.28"
"1","70","""schwarz""","true","0","5","false","0.012768053327112115","""showerhead""","0.8305909880676785","0.480250090309548","0.9620706767917746","""off""","20.979999999999997","5","20.28"
"1","75","""schwarz""","true","0","5","false","0.012768053327112115","""showerhead""","0.8305909880676785","0.22221163728962418","0.9620706767917746","""off""","17.464000000000002","5","17.464000000000002"
"1","80","""schwarz""","true","0","5","false","0.012768053327112115","""showerhead""","0.8305909880676785","0.22221163728962418","0.9188788512150526","""off""","18.28","5","17.464000000000002"
"1","85","""schwarz""","true","0","5","false","0.012768053327112115","""showerhead""","0.8305909880676785","0.17310929949087167","0.9188788512150526","""off""","18.012","5","17.464000000000002"
"1","90","""schwarz""","true","0","5","false","0.012768053327112115","""showerhead""","0.8305909880676785","0.17310929949087167","0.9204029537771488","""off""","18.464000000000002","5","17.464000000000002"
"1","95","""schwarz""","true","0","5","false","0.014681049458981705","""showerhead""","0.8305909880676785","0.17310929949087167","0.9204029537771488","""off""","18.812000000000005","5","17.464000000000002"
"1","100","""schwarz""","true","0","5","false","0.013802361611591363","""showerhead""","0.8305909880676785","0.17310929949087167","0.9204029537771488","""off""","17.812","5","17.464000000000002"
"1","105","""schwarz""","true","0","5","false","0.013802361611591363","""showerhead""","0.8305909880676785","0.17310929949087167","0.7733111388950645","""off""","20.112","5","17.464000000000002"
"1","110","""schwarz""","true","0","5","false","0.013802361611591363","""showerhead""","0.8305909880676785","0.2064947073406616","0.9204029537771488","""off""","18.764","5","17.464000000000002"
"1","115","""schwarz""","true","0","5","false","0.017161122496012475","""showerhead""","0.8305909880676785","0.17310929949087167","0.9204029537771488","""off""","24.612","5","17.464000000000002"
"1","120","""schwarz""","true","0","5","false","0.013802361611591363","""showerhead""","0.8305909880676785","0.2503387691992179","0.9204029537771488","""off""","18.180000000000003","5","17.464000000000002"
"1","125","""schwarz""","true","0","5","false","0.016894707458105732","""showerhead""","0.8305909880676785","0.2503387691992179","0.9204029537771488","""off""","23.511999999999997","5","17.464000000000002"
"1","130","""schwarz""","true","0","5","false","0.013802361611591363","""showerhead""","0.8305909880676785","0.2503387691992179","1","""off""","17.712","5","17.464000000000002"
"1","135","""schwarz""","true","0","5","false","0.013802361611591363","""showerhead""","0.8305909880676785","0.2503387691992179","0.9998922937259199","""off""","16.612000000000002","5","16.612000000000002"
"1","140","""schwarz""","true","0","5","false","0.013802361611591363","""showerhead""","0.8305909880676785","0.2503387691992179","0.9601070284628698","""off""","17.712000000000003","5","16.612000000000002"
"1","145","""schwarz""","true","0","5","false","0.012673314931676954","""showerhead""","0.8305909880676785","0.2503387691992179","0.9601070284628698","""off""","16.712000000000003","5","16.612000000000002"
"1","150","""schwarz""","true","0","5","false","0.012673314931676954","""showerhead""","0.8305909880676785","0.14903532294128857","0.9601070284628698","""off""","17.664","5","16.612000000000002"
"1","155","""schwarz""","true","0","5","false","0.012673314931676954","""showerhead""","0.8305909880676785","0.2503387691992179","0.910829774007745","""off""","18.564","5","16.612000000000002"
"1","160","""schwarz""","true","0","5","false","0.012673314931676954","""showerhead""","0.7218263036156244","0.2503387691992179","0.9601070284628698","""off""","16.48","5","16.48"
"1","165","""schwarz""","true","0","5","false","0.012673314931676954","""showerhead""","0.7758520400552825","0.2503387691992179","0.9601070284628698","""off""","18.064","5","16.48"
"1","170","""schwarz""","true","0","5","false","0.008456227995824628","""showerhead""","0.7218263036156244","0.2503387691992179","0.9601070284628698","""off""","21.880000000000003","5","16.48"
"1","175","""schwarz""","true","0","5","false","0.012673314931676954","""showerhead""","0.7218263036156244","0.30205460204009393","0.9601070284628698","""off""","17.764000000000003","5","16.48"
"1","180","""schwarz""","true","0","5","false","0.012673314931676954","""showerhead""","0.7218263036156244","0.24585337588959172","0.9601070284628698","""off""","17.664","5","16.48"
"1","185","""schwarz""","true","0","5","false","0.012673314931676954","""showerhead""","0.7218263036156244","0.3771534023443298","0.9601070284628698","""off""","18.18","5","16.48"
