"search-number","evaluation","evals-requested-so-far","number-of-nodes*","network-method*","technology-diffusion-method*","word-of-mouth?*","seeding-percentage*","debug?*","innovation*","p_leader_social*","p_mainstream_social*","p_hedonistic_social*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","43","43","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.5074836271108776","0.5899833698825755","0.7536333602153761","""1842502275""","12.434000000000001","12.434000000000001","12.434000000000001","0","12.434000000000001"
"1","44","44","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.5074836271108776","0.5036539648753307","0.7536333602153761","""701129320""","12.4","12.4","12.4","0","12.4"
"1","45","45","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.5074836271108776","0.5036539648753307","0.8903530237907255","""-385529980""","11.178999999999998","11.178999999999998","11.178999999999998","0","11.178999999999998"
"1","46","46","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.4583704008346759","0.5036539648753307","0.8903530237907255","""-104136305""","11.073999999999998","11.073999999999998","11.073999999999998","0","11.073999999999998"
"1","47","47","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.5876808818425058","0.5036539648753307","0.8903530237907255","""-711052684""","13.664","13.664","13.664","0","13.664"
"1","48","48","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.4583704008346759","0.5036539648753307","0.8411004112403841","""-1546085702""","10.551000000000002","10.551000000000002","10.551000000000002","0","10.551000000000002"
"1","49","49","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.48929953758300976","0.5036539648753307","0.8411004112403841","""278924711""","12.255999999999998","12.255999999999998","12.255999999999998","0","12.255999999999998"
"1","50","50","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.4583704008346759","0.5409353688064376","0.8411004112403841","""1260740560""","12.299000000000001","12.299000000000001","12.299000000000001","0","12.299000000000001"
"1","51","51","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.24806821328307285","0.5036539648753307","0.8411004112403841","""982612674""","8.945","8.945","8.945","0","8.945"
"1","52","52","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.24806821328307285","0.5036539648753307","0.7903954245487307","""1603353832""","7.933000000000001","7.933000000000001","7.933000000000001","0","7.933000000000001"
"1","53","53","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.24806821328307285","0.5036539648753307","0.7482144583114221","""-821870021""","9.259","9.259","9.259","0","9.259"
"1","54","54","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.24806821328307285","0.5036539648753307","0.7449361099281897","""729316569""","10.607","10.607","10.607","0","10.607"
"1","55","55","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.24806821328307285","0.5036539648753307","0.9371268041417201","""936402585""","6.930999999999999","6.930999999999999","6.930999999999999","0","6.930999999999999"
"1","56","56","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.19139157684469335","0.5036539648753307","0.9371268041417201","""169783309""","7.725","7.725","7.725","0","7.725"
"1","57","57","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.17893243847283902","0.5036539648753307","0.9371268041417201","""134974038""","6.082999999999998","6.082999999999998","6.082999999999998","0","6.082999999999998"
"1","58","58","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.17893243847283902","0.5036539648753307","1","""313236206""","7.120999999999999","7.120999999999999","7.120999999999999","0","7.120999999999999"
"1","59","59","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.12475467400741602","0.5036539648753307","0.9371268041417201","""-1401759722""","8.496","8.496","8.496","0","8.496"
"1","60","61","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.17893243847283902","0.6196222491427841","0.9371268041417201","""-631339495""","6.81","6.81","6.81","0","6.81"
"1","61","62","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.2831595600610007","0.5036539648753307","0.9371268041417201","""959608617""","7.626999999999999","7.626999999999999","7.626999999999999","0","7.626999999999999"
"1","62","63","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.1439556909217164","0.5036539648753307","0.9371268041417201","""2093103408""","4.958999999999999","4.958999999999999","4.958999999999999","0","4.958999999999999"
"1","63","64","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.1439556909217164","0.49900860931736585","0.9371268041417201","""2082175399""","6.713999999999999","6.713999999999999","6.713999999999999","0","6.713999999999999"
"1","64","65","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.1439556909217164","0.39854294526931106","0.9371268041417201","""1032696828""","8.753000000000002","8.753000000000002","8.753000000000002","0","8.753000000000002"
"1","65","66","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.1439556909217164","0.5053941192088194","0.9371268041417201","""-657409981""","6.922","6.922","6.922","0","6.922"
"1","66","67","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.1439556909217164","0.5036539648753307","0.8511516948412822","""471259551""","6.7490000000000006","6.7490000000000006","6.7490000000000006","0","6.7490000000000006"
"1","67","68","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.1439556909217164","0.5036539648753307","1","""-391714634""","6.305999999999999","6.305999999999999","6.305999999999999","0","6.305999999999999"
"1","68","69","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.1439556909217164","0.48523400107046716","0.9371268041417201","""-64553024""","9.106","9.106","9.106","0","9.106"
"1","69","70","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.1091505804873883","0.5036539648753307","0.9371268041417201","""-1515931282""","5.891000000000001","5.891000000000001","5.891000000000001","0","5.891000000000001"
"1","70","71","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.12441778761402236","0.5036539648753307","0.9371268041417201","""-1969879149""","5.066000000000001","5.066000000000001","5.066000000000001","0","5.066000000000001"
"1","71","72","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.19015025705244354","0.5036539648753307","0.9371268041417201","""-2089405008""","7.266000000000001","7.266000000000001","7.266000000000001","0","7.266000000000001"
"1","72","73","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.5036539648753307","0.9371268041417201","""-1447894125""","4.715","4.715","4.715","0","4.715"
"1","73","74","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.45676916786220967","0.9371268041417201","""1329486106""","6.9780000000000015","6.9780000000000015","6.9780000000000015","0","6.9780000000000015"
"1","74","75","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.1784878459336189","0.5036539648753307","0.9371268041417201","""-1069570366""","6.723000000000001","6.723000000000001","6.723000000000001","0","6.723000000000001"
"1","75","76","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.5036539648753307","0.9969662092006488","""-830643048""","7.0550000000000015","7.0550000000000015","7.0550000000000015","0","7.0550000000000015"
"1","76","77","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.24986753218401545","0.5036539648753307","0.9371268041417201","""45755943""","8.450000000000001","8.450000000000001","8.450000000000001","0","8.450000000000001"
"1","77","78","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.43223492573018574","0.9371268041417201","""1472223390""","7.378999999999999","7.378999999999999","7.378999999999999","0","7.378999999999999"
"1","78","79","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5036539648753307","0.8439458547066283","""-2020527583""","7.085000000000002","7.085000000000002","7.085000000000002","0","7.085000000000002"
"1","79","80","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.12233336907346906","0.5036539648753307","0.9371268041417201","""1736094657""","6.005999999999999","6.005999999999999","6.005999999999999","0","6.005999999999999"
"1","80","81","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.610277208097451","0.9371268041417201","""-420115197""","5.875","5.875","5.875","0","5.875"
"1","81","82","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.5036539648753307","0.8478866208744492","""629992135""","7.164","7.164","7.164","0","7.164"
"1","82","83","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.5036539648753307","0.7945527385910021","""433523846""","8.918000000000001","8.918000000000001","8.918000000000001","0","8.918000000000001"
"1","83","84","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5036539648753307","0.9371268041417201","""531625803""","6.106999999999998","6.106999999999998","6.106999999999998","0","6.106999999999998"
"1","84","85","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.5036539648753307","0.9349703578723595","""-918541323""","7.655000000000001","7.655000000000001","7.655000000000001","0","7.655000000000001"
"1","85","86","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.5589151761825919","0.9371268041417201","""-1352264846""","6.628999999999998","6.628999999999998","6.628999999999998","0","6.628999999999998"
"1","86","87","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.5036539648753307","0.9018654115675098","""49587088""","5.7280000000000015","5.7280000000000015","5.7280000000000015","0","5.7280000000000015"
"1","87","88","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.6833831481487265","0.9371268041417201","""676893422""","3.6890000000000014","3.6890000000000014","3.6890000000000014","0","3.6890000000000014"
"1","88","89","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.15329081484578355","0.6833831481487265","1","""-338723220""","4.280999999999999","4.280999999999999","4.280999999999999","0","4.280999999999999"
"1","89","90","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.025053927988579573","0.6833831481487265","0.9371268041417201","""99284630""","5.463","5.463","5.463","0","5.463"
"1","90","91","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.009439382578498051","0.6833831481487265","0.9371268041417201","""340598002""","5.543","5.543","5.543","0","5.543"
"1","91","92","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6833831481487265","0.9371268041417201","""1615826525""","6.224000000000001","6.224000000000001","6.224000000000001","0","6.224000000000001"
"1","92","94","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08736074783121789","0.6833831481487265","1","""-912097560""","5.248999999999999","5.248999999999999","5.248999999999999","0","5.248999999999999"
"1","93","95","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.06299014763931549","0.6833831481487265","0.9371268041417201","""-1944331220""","4.681999999999999","4.681999999999999","4.681999999999999","0","4.681999999999999"
"1","94","96","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.6833831481487265","0.9858553449814159","""-155600882""","5.712999999999999","5.712999999999999","5.712999999999999","0","5.712999999999999"
"1","95","97","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.7825347917105056","0.9371268041417201","""1580175776""","6.65","6.65","6.65","0","6.65"
"1","96","98","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.6833831481487265","1","""-1882881317""","5.759000000000001","5.759000000000001","5.759000000000001","0","5.759000000000001"
"1","97","99","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.6666971493661481","0.9371268041417201","""2051083814""","6.265999999999998","6.265999999999998","6.265999999999998","0","6.265999999999998"
"1","98","100","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.6833831481487265","0.8923018243012794","""482590475""","4.798999999999999","4.798999999999999","4.798999999999999","0","4.798999999999999"
"1","99","101","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.2958952242216202","0.6833831481487265","0.9371268041417201","""-1177648346""","9.353000000000002","9.353000000000002","9.353000000000002","0","9.353000000000002"
"1","100","102","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.7875115053578764","0.9371268041417201","""-462623044""","6.945999999999999","6.945999999999999","6.945999999999999","0","6.945999999999999"
"1","101","103","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.5218414961764382","0.9371268041417201","""-199468677""","4.715000000000001","4.715000000000001","4.715000000000001","0","4.715000000000001"
"1","102","104","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.6833831481487265","0.9351631872919369","""1606066578""","8.25","8.25","8.25","0","8.25"
"1","103","105","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.061380408392525905","0.6833831481487265","0.9371268041417201","""1546763016""","9.613","9.613","9.613","0","9.613"
"1","104","106","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.049496493179151294","0.6833831481487265","0.9371268041417201","""1556354792""","5.168","5.168","5.168","0","5.168"
"1","105","107","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.6833831481487265","0.9516547441756543","""425482447""","5.723999999999998","5.723999999999998","5.723999999999998","0","5.723999999999998"
"1","106","108","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.7661852515327379","0.9371268041417201","""-1849809133""","9.177","9.177","9.177","0","9.177"
"1","107","110","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.6909774498603279","0.9371268041417201","""-1019747467""","5.115","5.115","5.115","0","5.115"
"1","108","111","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.6833831481487265","0.9244994082639447","""-1925500952""","6.706","6.706","6.706","0","6.706"
"1","109","112","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.7774516728465364","0.8884169304112286","""1821939481""","7.672000000000002","7.672000000000002","7.672000000000002","0","7.672000000000002"
"1","110","113","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6542951289050072","0.9371268041417201","""-1856150576""","5.6290000000000004","5.6290000000000004","5.6290000000000004","0","5.6290000000000004"
"1","111","114","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.8027001733922355","0.9371268041417201","""189533950""","8.151","8.151","8.151","0","8.151"
"1","112","115","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.6833831481487265","0.8988720813725792","""1784063821""","7.678000000000002","7.678000000000002","7.678000000000002","0","7.678000000000002"
"1","113","116","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.2375945993407521","0.6833831481487265","0.9371268041417201","""-1255580867""","7.3580000000000005","7.3580000000000005","7.3580000000000005","0","7.3580000000000005"
"1","114","118","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.7338342625369889","0.9371268041417201","""1152766361""","5.012","5.012","5.012","0","5.012"
"1","115","120","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.7903361058028817","0.9371268041417201","""-1766498745""","8.341000000000001","8.341000000000001","8.341000000000001","0","8.341000000000001"
"1","116","121","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.6833831481487265","0.9534043606435822","""511050465""","8.006","8.006","8.006","0","8.006"
"1","117","122","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.7543408658461553","0.9371268041417201","""804270758""","4.680000000000001","4.680000000000001","4.680000000000001","0","4.680000000000001"
"1","118","124","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.8235565075007272","0.9371268041417201","""-1149112996""","9.677000000000001","9.677000000000001","9.677000000000001","0","9.677000000000001"
"1","119","126","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.8372014668774375","0.9371268041417201","""935026753""","9.341","9.341","9.341","0","9.341"
"1","120","128","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.6833831481487265","0.7913663633746786","""231127692""","8.399000000000001","8.399000000000001","8.399000000000001","0","8.399000000000001"
"1","121","129","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.6905931563766644","0.9371268041417201","""1344528600""","5.386","5.386","5.386","0","5.386"
"1","122","130","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6833831481487265","0.9388331531555446","""-1427727338""","7.010999999999999","7.010999999999999","7.010999999999999","0","7.010999999999999"
"1","123","131","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.7135945416562527","0.9371268041417201","""1777999715""","4.895","4.895","4.895","0","4.895"
"1","124","132","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.028520622195044365","0.7135945416562527","1","""-21650953""","5.024999999999999","5.024999999999999","5.024999999999999","0","5.024999999999999"
"1","125","133","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.07034022390537048","0.7135945416562527","1","""1267902585""","6.419999999999998","6.419999999999998","6.419999999999998","0","6.419999999999998"
"1","126","134","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.029177709443175444","0.7135945416562527","1","""2099896587""","3.7890000000000006","3.7890000000000006","3.7890000000000006","0","3.7890000000000006"
"1","127","135","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.029177709443175444","0.7135945416562527","0.9311429154905365","""-2014381419""","5.518000000000001","5.518000000000001","5.518000000000001","0","5.518000000000001"
"1","128","136","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.01606028534346602","0.7135945416562527","1","""1665850996""","4.878","4.878","4.878","0","4.878"
"1","129","137","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.029177709443175444","0.6621385236659921","1","""-1500806703""","5.8020000000000005","5.8020000000000005","5.8020000000000005","0","5.8020000000000005"
"1","130","138","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.11131800160091196","0.7135945416562527","0.9198386069923681","""-1593290165""","6.827","6.827","6.827","0","6.827"
"1","131","139","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.7135945416562527","1","""-1240165054""","5.28","5.28","5.28","0","5.28"
"1","132","140","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.1392285499329459","0.7764408423116337","1","""1766507817""","10.414000000000001","10.414000000000001","10.414000000000001","0","10.414000000000001"
"1","133","141","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.029177709443175444","0.8287884875244956","1","""1378145242""","9.786000000000003","9.786000000000003","9.786000000000003","0","9.786000000000003"
"1","134","143","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.2624735481000347","0.7135945416562527","1","""1963351639""","9.725","9.725","9.725","0","9.725"
"1","135","144","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.029177709443175444","0.7135945416562527","0.9158539784600018","""2090214474""","6.4410000000000025","6.4410000000000025","6.4410000000000025","0","6.4410000000000025"
"1","136","145","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.026966578297561692","0.5905608939381484","1","""98607623""","3.8560000000000008","3.8560000000000008","3.8560000000000008","0","3.8560000000000008"
"1","137","146","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.026966578297561692","0.6012200427319823","1","""-66550849""","3.7970000000000006","3.7970000000000006","3.7970000000000006","0","3.7970000000000006"
"1","138","147","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6012200427319823","1","""-966034660""","3.946","3.946","3.946","0","3.946"
