"search-number","evaluation","evals-requested-so-far","number-of-nodes*","network-method*","technology-diffusion-method*","word-of-mouth?*","seeding-percentage*","debug?*","innovation*","p_leader_social*","p_mainstream_social*","p_hedonistic_social*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","139","148","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6012200427319823","0.8083812549327887","""-269583418""","6.672","6.672","6.672","0","6.672"
"1","140","149","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.044406828961753346","0.6012200427319823","1","""1776157882""","6.919","6.919","6.919","0","6.919"
"1","141","150","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6154738552864202","1","""1697872285""","5.941999999999998","5.941999999999998","5.941999999999998","0","5.941999999999998"
"1","142","151","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6012200427319823","0.9663982134848926","""1972575659""","5.381","5.381","5.381","0","5.381"
"1","143","152","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.07763321537032392","0.6012200427319823","1","""-1740559312""","4.553000000000001","4.553000000000001","4.553000000000001","0","4.553000000000001"
"1","144","153","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6699999267712364","1","""1029063025""","4.046000000000001","4.046000000000001","4.046000000000001","0","4.046000000000001"
"1","145","154","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5880149281683712","1","""-1667508697""","5.27","5.27","5.27","0","5.27"
"1","146","155","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.07855495609755037","0.6012200427319823","1","""-1134049061""","4.838000000000002","4.838000000000002","4.838000000000002","0","4.838000000000002"
"1","147","156","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6036338256971502","1","""1850492396""","4.826","4.826","4.826","0","4.826"
"1","148","157","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5762900332116676","1","""-1924124216""","5.398999999999999","5.398999999999999","5.398999999999999","0","5.398999999999999"
"1","149","158","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6012200427319823","0.9762079003811742","""411100562""","5.781000000000001","5.781000000000001","5.781000000000001","0","5.781000000000001"
"1","150","159","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.04394099010392779","0.6012200427319823","1","""-1599727731""","4.315000000000001","4.315000000000001","4.315000000000001","0","4.315000000000001"
"1","151","160","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5453217524482293","1","""-1265166501""","5.7379999999999995","5.7379999999999995","5.7379999999999995","0","5.7379999999999995"
"1","152","161","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5051924821490659","1","""-1915219858""","4.623","4.623","4.623","0","4.623"
"1","153","162","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6734099029755575","1","""218658140""","5.314000000000001","5.314000000000001","5.314000000000001","0","5.314000000000001"
"1","154","163","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6012200427319823","0.9668369783258741","""2071258994""","4.162","4.162","4.162","0","4.162"
"1","155","164","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.4958232663576923","1","""2091726250""","9.51","9.51","9.51","0","9.51"
"1","156","165","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.04991983735956582","0.6012200427319823","1","""-1152928089""","5.8050000000000015","5.8050000000000015","5.8050000000000015","0","5.8050000000000015"
"1","157","166","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.1532017219092377","0.6012200427319823","1","""1588398746""","4.061","4.061","4.061","0","4.061"
"1","158","167","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6012200427319823","0.8485461222834461","""-981892121""","4.032000000000002","4.032000000000002","4.032000000000002","0","4.032000000000002"
"1","159","168","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.4942822414433017","0.8485461222834461","""-1725311115""","6.838999999999999","6.838999999999999","6.838999999999999","0","6.838999999999999"
"1","160","169","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5737934472541999","0.8485461222834461","""1065961287""","5.358","5.358","5.358","0","5.358"
"1","161","171","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.15089066189245276","0.6012200427319823","1","""-192645311""","7.63","7.63","7.63","0","7.63"
"1","162","172","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6012200427319823","0.8602162267659301","""638372119""","4.512999999999998","4.512999999999998","4.512999999999998","0","4.512999999999998"
"1","163","173","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6012200427319823","0.9983255654591472","""-263924199""","4.425999999999999","4.425999999999999","4.425999999999999","0","4.425999999999999"
"1","164","174","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5383594881341529","1","""-262584555""","4.207000000000001","4.207000000000001","4.207000000000001","0","4.207000000000001"
"1","165","175","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.749046537353469","1","""-1591774711""","8.979","8.979","8.979","0","8.979"
"1","166","176","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5241396975661027","1","""-1436661770""","4.494","4.494","4.494","0","4.494"
"1","167","177","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5417223679170488","1","""-1360952981""","3.577999999999998","3.577999999999998","3.577999999999998","0","3.577999999999998"
"1","168","178","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.40683597862915044","1","""-1658391067""","8.037","8.037","8.037","0","8.037"
"1","169","179","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.42520936979956214","1","""-652407754""","10.709","10.709","10.709","0","10.709"
"1","170","180","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.16487431494497556","0.5417223679170488","1","""-500116285""","5.513999999999999","5.513999999999999","5.513999999999999","0","5.513999999999999"
"1","171","181","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.7995562482915672","1","""-930206157""","6.359","6.359","6.359","0","6.359"
"1","172","182","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.035347156333319266","0.5417223679170488","1","""-111950512""","5.773000000000001","5.773000000000001","5.773000000000001","0","5.773000000000001"
"1","173","183","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.614731126269237","1","""104984158""","6.116999999999998","6.116999999999998","6.116999999999998","0","6.116999999999998"
"1","174","184","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5417223679170488","0.9169442691517894","""1260537688""","6.4959999999999996","6.4959999999999996","6.4959999999999996","0","6.4959999999999996"
"1","175","185","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.4570207338190427","1","""546333933""","7.727","7.727","7.727","0","7.727"
"1","176","186","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.002105078104180254","0.5417223679170488","1","""444067409""","4.188999999999997","4.188999999999997","4.188999999999997","0","4.188999999999997"
"1","177","187","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.19908895039965135","1","""-787167038""","12.489000000000003","12.489000000000003","12.489000000000003","0","12.489000000000003"
"1","178","188","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.11589301047728445","0.5417223679170488","1","""-1193375470""","6.093000000000001","6.093000000000001","6.093000000000001","0","6.093000000000001"
"1","179","189","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5898546340989709","1","""1046028551""","4.300999999999999","4.300999999999999","4.300999999999999","0","4.300999999999999"
"1","180","190","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5008007696894983","1","""-524549192""","4.903","4.903","4.903","0","4.903"
"1","181","191","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5211041816233262","1","""1530417400""","3.118","3.118","3.118","0","3.118"
"1","182","192","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5211041816233262","0.9801233549214061","""-684387018""","6.568999999999999","6.568999999999999","6.568999999999999","0","6.568999999999999"
"1","183","193","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6350147605668419","1","""1735929539""","5.025999999999999","5.025999999999999","5.025999999999999","0","5.025999999999999"
"1","184","194","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.07542860802399659","0.5211041816233262","1","""1548041872""","4.4159999999999995","4.4159999999999995","4.4159999999999995","0","4.4159999999999995"
"1","185","195","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5787128601905923","1","""970992466""","4.616","4.616","4.616","0","4.616"
"1","186","196","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6043519688285373","1","""-644694646""","5.325000000000001","5.325000000000001","5.325000000000001","0","5.325000000000001"
"1","187","197","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5211041816233262","0.9796747104697744","""1091918334""","6.481","6.481","6.481","0","6.481"
"1","188","198","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.07118029068386722","0.5211041816233262","1","""-2018093384""","5.9190000000000005","5.9190000000000005","5.9190000000000005","0","5.9190000000000005"
"1","189","199","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5026821596417781","1","""-1957453106""","8.517999999999999","8.517999999999999","8.517999999999999","0","8.517999999999999"
"1","190","200","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.4789439218686664","0.9593716622342976","""-636637166""","8.363999999999999","8.363999999999999","8.363999999999999","0","8.363999999999999"
"1","191","201","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5211041816233262","0.993378115498498","""-1622495409""","5.222000000000001","5.222000000000001","5.222000000000001","0","5.222000000000001"
"1","192","202","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5211041816233262","1","""-758187381""","2.874999999999999","2.874999999999999","2.874999999999999","0","2.874999999999999"
"1","193","203","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5921681372475018","1","""275015263""","5.138000000000002","5.138000000000002","5.138000000000002","0","5.138000000000002"
"1","194","204","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5859044952080247","1","""258141438""","5.556","5.556","5.556","0","5.556"
"1","195","206","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.6526354604057257","1","""-1701166227""","4.4799999999999995","4.4799999999999995","4.4799999999999995","0","4.4799999999999995"
"1","196","207","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5211041816233262","0.9000423743603215","""-583104694""","6.190000000000002","6.190000000000002","6.190000000000002","0","6.190000000000002"
"1","197","208","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5604975678552235","1","""1481359980""","4.814","4.814","4.814","0","4.814"
"1","198","209","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.19838679178650587","0.5211041816233262","1","""1056999148""","5.858","5.858","5.858","0","5.858"
"1","199","210","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.333800785936317","1","""1260557652""","10.174000000000001","10.174000000000001","10.174000000000001","0","10.174000000000001"
"1","200","211","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5211041816233262","0.9802264651291479","""-937669450""","6.265000000000001","6.265000000000001","6.265000000000001","0","6.265000000000001"
"1","201","212","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.3806049504545931","1","""1782766371""","8.705","8.705","8.705","0","8.705"
"1","202","213","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5211041816233262","0.9384518803695554","""382695047""","6.885999999999999","6.885999999999999","6.885999999999999","0","6.885999999999999"
"1","203","214","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5211041816233262","0.8613709158772576","""2047931992""","7.757000000000001","7.757000000000001","7.757000000000001","0","7.757000000000001"
"1","204","215","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5211041816233262","0.9287986382289026","""135149041""","5.641","5.641","5.641","0","5.641"
"1","205","216","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.6674958065106003","1","""971543398""","6.191999999999998","6.191999999999998","6.191999999999998","0","6.191999999999998"
"1","206","217","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.3805419557177251","1","""-132909615""","7.362999999999999","7.362999999999999","7.362999999999999","0","7.362999999999999"
"1","207","218","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.6406642412597038","1","""71372331""","5.103999999999998","5.103999999999998","5.103999999999998","0","5.103999999999998"
"1","208","219","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.45347548386129327","1","""-1231382738""","6.740000000000001","6.740000000000001","6.740000000000001","0","6.740000000000001"
"1","209","220","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5211041816233262","0.8831692956509953","""-389696609""","5.574","5.574","5.574","0","5.574"
"1","210","221","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.4733418770099041","1","""-967820619""","8.581","8.581","8.581","0","8.581"
"1","211","222","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.2297339161864349","1","""-1138188153""","13.735","13.735","13.735","0","13.735"
"1","212","223","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5211041816233262","0.830069263756703","""821314570""","8.523","8.523","8.523","0","8.523"
"1","213","224","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5822409181241818","1","""-788322543""","6.405000000000001","6.405000000000001","6.405000000000001","0","6.405000000000001"
"1","214","225","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5211041816233262","0.8474914611785118","""-361161564""","6.065999999999998","6.065999999999998","6.065999999999998","0","6.065999999999998"
"1","215","226","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5211041816233262","0.9570830266926272","""-1844940748""","7.552","7.552","7.552","0","7.552"
"1","216","227","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5211041816233262","0.9143852078547073","""-657850941""","8.192","8.192","8.192","0","8.192"
"1","217","228","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5471169840512294","1","""2077819689""","5.614000000000001","5.614000000000001","5.614000000000001","0","5.614000000000001"
"1","218","229","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5463590185017598","1","""-58981280""","7.2589999999999995","7.2589999999999995","7.2589999999999995","0","7.2589999999999995"
"1","219","231","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5085406364574517","1","""-1423135430""","4.553000000000001","4.553000000000001","4.553000000000001","0","4.553000000000001"
"1","220","232","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5392286988028423","1","""1282057288""","4.632","4.632","4.632","0","4.632"
"1","221","233","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.14394942125143828","0.5211041816233262","1","""2031420899""","5.5409999999999995","5.5409999999999995","5.5409999999999995","0","5.5409999999999995"
"1","222","234","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.4383458347700104","1","""-1136836430""","8.718","8.718","8.718","0","8.718"
"1","223","235","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.8320973358002066","1","""2033980433""","9.042","9.042","9.042","0","9.042"
"1","224","236","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.1234895023389041","0.5211041816233262","1","""659263873""","4.718","4.718","4.718","0","4.718"
"1","225","237","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.1254124271167066","0.5873393395859747","1","""-1365127319""","6.12","6.12","6.12","0","6.12"
"1","226","238","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5229138470949739","1","""-1378626544""","4.005","4.005","4.005","0","4.005"
"1","227","239","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.675051933518682","1","""-1519828565""","3.2489999999999997","3.2489999999999997","3.2489999999999997","0","3.2489999999999997"
"1","228","240","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.05782096228186945","0.5211041816233262","1","""-1851070954""","5.547999999999999","5.547999999999999","5.547999999999999","0","5.547999999999999"
"1","229","241","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.03184003405606158","0.5211041816233262","1","""-1089165112""","5.531000000000001","5.531000000000001","5.531000000000001","0","5.531000000000001"
"1","230","243","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.4804621337627078","1","""-583359217""","5.9959999999999996","5.9959999999999996","5.9959999999999996","0","5.9959999999999996"
"1","231","244","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.03953685395912221","0.5211041816233262","0.9613849543429238","""-1382741375""","8.018","8.018","8.018","0","8.018"
"1","232","245","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.19261308872299038","0.5211041816233262","1","""1795231336""","8.596999999999998","8.596999999999998","8.596999999999998","0","8.596999999999998"
"1","233","247","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.4950479125680725","0.8254730187867896","""417165940""","7.822000000000001","7.822000000000001","7.822000000000001","0","7.822000000000001"
"1","234","248","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.44615278099648653","1","""753129847""","5.072000000000001","5.072000000000001","5.072000000000001","0","5.072000000000001"
"1","235","249","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5599315677554222","1","""726158964""","8.121","8.121","8.121","0","8.121"
"1","236","250","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5147029943653288","1","""-288821813""","5.797000000000001","5.797000000000001","5.797000000000001","0","5.797000000000001"
"1","237","251","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.11068939818692361","0.5211041816233262","1","""-344666045""","8.031999999999998","8.031999999999998","8.031999999999998","0","8.031999999999998"
"1","238","252","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.3489928706295186","1","""-791784324""","11.517000000000001","11.517000000000001","11.517000000000001","0","11.517000000000001"
"1","239","253","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.38292298651907286","1","""-764353403""","12.972999999999997","12.972999999999997","12.972999999999997","0","12.972999999999997"
"1","240","254","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.5460964438086646","1","""-1213423616""","5.1839999999999975","5.1839999999999975","5.1839999999999975","0","5.1839999999999975"
"1","241","255","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.20425928895705275","0.5211041816233262","1","""2138420034""","7.945000000000001","7.945000000000001","7.945000000000001","0","7.945000000000001"
"1","242","256","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.4159737757858385","1","""1985143781""","9.381999999999998","9.381999999999998","9.381999999999998","0","9.381999999999998"
"1","243","257","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.034935613761719456","0.5211041816233262","1","""-1233967186""","3.9960000000000018","3.9960000000000018","3.9960000000000018","0","3.9960000000000018"
"1","244","258","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.6146666580022342","1","""1251485788""","6.308","6.308","6.308","0","6.308"
"1","245","259","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08459046680067178","0.6357350130269495","1","""-167021623""","8.837000000000002","8.837000000000002","8.837000000000002","0","8.837000000000002"
"1","246","261","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6647976317036168","1","""315277746""","5.3210000000000015","5.3210000000000015","5.3210000000000015","0","5.3210000000000015"
"1","247","262","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.40361202651469014","1","""-1526665803""","8.473","8.473","8.473","0","8.473"
"1","248","263","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6329432026563612","1","""-561272863""","2.962999999999999","2.962999999999999","2.962999999999999","0","2.962999999999999"
"1","249","264","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.8151197246843355","1","""1071209819""","9.109","9.109","9.109","0","9.109"
"1","250","265","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5891668731174077","1","""-1480715547""","4.06","4.06","4.06","0","4.06"
"1","251","266","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.7525078445141746","1","""-422497243""","8.433999999999997","8.433999999999997","8.433999999999997","0","8.433999999999997"
"1","252","267","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6329432026563612","0.9898056584759969","""-312739063""","3.4669999999999996","3.4669999999999996","3.4669999999999996","0","3.4669999999999996"
"1","253","268","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.43740579646836364","1","""1591714638""","2.9859999999999998","2.9859999999999998","2.9859999999999998","0","2.9859999999999998"
"1","254","269","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.016126974732646314","0.43740579646836364","1","""1439757022""","8.841000000000001","8.841000000000001","8.841000000000001","0","8.841000000000001"
"1","255","270","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.43740579646836364","0.8616505123341928","""729281757""","8.17","8.17","8.17","0","8.17"
"1","256","271","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.43740579646836364","0.9931705408548006","""-404620958""","6.474000000000002","6.474000000000002","6.474000000000002","0","6.474000000000002"
"1","257","272","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.4527449762057614","1","""-1544369511""","6.744000000000001","6.744000000000001","6.744000000000001","0","6.744000000000001"
"1","258","273","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.43740579646836364","0.9688182304358256","""1762908874""","8.415","8.415","8.415","0","8.415"
"1","259","274","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.2833707701764631","1","""-86196319""","11.706","11.706","11.706","0","11.706"
"1","260","275","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.16333034320575754","0.43740579646836364","1","""1761161550""","10.054","10.054","10.054","0","10.054"
"1","261","276","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.04625934807482221","0.43740579646836364","1","""-668475989""","8.738999999999997","8.738999999999997","8.738999999999997","0","8.738999999999997"
"1","262","277","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.05236091253606753","0.43740579646836364","1","""321342066""","7.505999999999999","7.505999999999999","7.505999999999999","0","7.505999999999999"
"1","263","278","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.12697708081217435","0.5817507442531897","1","""-607962852""","4.009","4.009","4.009","0","4.009"
"1","264","279","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.43740579646836364","0.9296615606438065","""10389606""","4.963999999999999","4.963999999999999","4.963999999999999","0","4.963999999999999"
"1","265","280","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.40671794387359766","1","""-358415548""","5.927999999999999","5.927999999999999","5.927999999999999","0","5.927999999999999"
"1","266","281","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.3316174041927529","1","""-1195499109""","7.471999999999998","7.471999999999998","7.471999999999998","0","7.471999999999998"
"1","267","282","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.43740579646836364","0.8338420869062315","""-1523782714""","9.283","9.283","9.283","0","9.283"
"1","268","283","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.4590555090445311","1","""-596366373""","4.561","4.561","4.561","0","4.561"
"1","269","284","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.06278774575577072","0.5509446232508615","1","""1815794479""","4.776999999999999","4.776999999999999","4.776999999999999","0","4.776999999999999"
"1","270","285","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.43740579646836364","0.9965920182329439","""-1065719703""","7.129999999999997","7.129999999999997","7.129999999999997","0","7.129999999999997"
"1","271","286","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.33780451951054447","1","""1585426114""","9.938","9.938","9.938","0","9.938"
"1","272","287","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.07025973175322205","0.43740579646836364","1","""-2074672219""","8.364999999999998","8.364999999999998","8.364999999999998","0","8.364999999999998"
"1","273","288","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.07679914397413301","0.43740579646836364","1","""159925207""","5.625000000000001","5.625000000000001","5.625000000000001","0","5.625000000000001"
"1","274","289","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.3854459990797229","1","""498448251""","6.821","6.821","6.821","0","6.821"
"1","275","290","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.11019094146405856","0.43740579646836364","1","""-708404626""","7.749000000000003","7.749000000000003","7.749000000000003","0","7.749000000000003"
"1","276","291","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.43042783845570526","1","""748084794""","6.265","6.265","6.265","0","6.265"
"1","277","292","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.09724312184612695","0.43740579646836364","1","""-1515461352""","9.604000000000001","9.604000000000001","9.604000000000001","0","9.604000000000001"
"1","278","293","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6676365440339371","1","""-152937716""","6.096","6.096","6.096","0","6.096"
"1","279","294","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.43740579646836364","0.988597171152848","""1655187957""","7.067","7.067","7.067","0","7.067"
"1","280","295","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.21613370037367693","0.43740579646836364","1","""-1894164070""","8.485000000000001","8.485000000000001","8.485000000000001","0","8.485000000000001"
"1","281","296","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.43740579646836364","0.9184163642217654","""554698219""","5.238000000000001","5.238000000000001","5.238000000000001","0","5.238000000000001"
"1","282","297","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.43740579646836364","0.9792806681553703","""-122913541""","5.627999999999999","5.627999999999999","5.627999999999999","0","5.627999999999999"
"1","283","298","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.43740579646836364","0.877051718893759","""1615801000""","7.163000000000001","7.163000000000001","7.163000000000001","0","7.163000000000001"
"1","284","299","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.4922726887632477","1","""1563719371""","4.210999999999999","4.210999999999999","4.210999999999999","0","4.210999999999999"
"1","285","300","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.18290973562402393","0.43740579646836364","1","""432792617""","8.741","8.741","8.741","0","8.741"
"1","286","301","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.6037774313245244","1","""-1161104654""","5.0809999999999995","5.0809999999999995","5.0809999999999995","0","5.0809999999999995"
"1","287","302","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.09509805583745648","0.43740579646836364","1","""1840226675""","8.982999999999999","8.982999999999999","8.982999999999999","0","8.982999999999999"
"1","288","303","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.3825196317394084","1","""1558418905""","9.225999999999999","9.225999999999999","9.225999999999999","0","9.225999999999999"
"1","289","304","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.5774427382873768","1","""-1609320209""","6.507","6.507","6.507","0","6.507"
"1","290","305","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.43740579646836364","0.9585314575961558","""-1665524307""","7.728000000000001","7.728000000000001","7.728000000000001","0","7.728000000000001"
