"search-number","evaluation","evals-requested-so-far","number-of-nodes*","network-method*","technology-diffusion-method*","word-of-mouth?*","seeding-percentage*","debug?*","deliberation_rate*","innovation*","leader_w_social*","main_w_social*","hed_w_social*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","29","32","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.10642589722343411","0.49090423199435906","0","""-679814957""","29.362000000000002","29.362000000000002","29.362000000000002","0","29.362000000000002"
"1","30","32","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.10642589722343411","0.49090423199435906","0","""-1932603898""","28.724","28.724","28.724","0","28.724"
"1","31","32","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.10642589722343411","0.49090423199435906","0","""-1326440149""","28.241","28.241","28.241","0","28.241"
"1","32","32","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.10642589722343411","0.49090423199435906","0","""1738785560""","29.044","29.044","29.044","0","29.044"
"1","33","36","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.10642589722343411","0.49090423199435906","0.14162698281775898","""28479726""","29.418999999999997","29.418999999999997","29.418999999999997","0","29.418999999999997"
"1","34","36","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.10642589722343411","0.49090423199435906","0.14162698281775898","""879366089""","28.041999999999998","28.041999999999998","28.041999999999998","0","28.041999999999998"
"1","35","36","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.10642589722343411","0.49090423199435906","0.14162698281775898","""1739102010""","28.309000000000005","28.309000000000005","28.309000000000005","0","28.309000000000005"
"1","36","36","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.10642589722343411","0.49090423199435906","0.14162698281775898","""-390315112""","28.466","28.466","28.466","0","28.466"
"1","37","40","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.10642589722343411","0.49090263044632176","0.14162698281775898","""819216522""","28.105999999999998","28.105999999999998","28.105999999999998","0","28.105999999999998"
"1","38","40","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.10642589722343411","0.49090263044632176","0.14162698281775898","""-116879941""","28.407","28.407","28.407","0","28.407"
"1","39","40","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.10642589722343411","0.49090263044632176","0.14162698281775898","""1617166344""","29.354999999999997","29.354999999999997","29.354999999999997","0","29.354999999999997"
"1","40","40","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.10642589722343411","0.49090263044632176","0.14162698281775898","""806644485""","28.626","28.626","28.626","0","28.626"
"1","41","44","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.10642589722343411","0.48555079030393494","0.14162698281775898","""-1890471178""","27.772000000000002","27.772000000000002","27.772000000000002","0","27.772000000000002"
"1","42","44","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.10642589722343411","0.48555079030393494","0.14162698281775898","""-2375413""","28.332","28.332","28.332","0","28.332"
"1","43","44","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.10642589722343411","0.48555079030393494","0.14162698281775898","""-1501446517""","29.131","29.131","29.131","0","29.131"
"1","44","44","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.10642589722343411","0.48555079030393494","0.14162698281775898","""-1943303520""","28.967999999999996","28.967999999999996","28.967999999999996","0","28.967999999999996"
"1","45","48","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.051655104979702084","0.48555079030393494","0.14162698281775898","""-1830155477""","27.987000000000002","27.987000000000002","27.987000000000002","0","27.987000000000002"
"1","46","48","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.051655104979702084","0.48555079030393494","0.14162698281775898","""-1708551412""","28.704","28.704","28.704","0","28.704"
"1","47","48","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.051655104979702084","0.48555079030393494","0.14162698281775898","""1372342917""","28.663","28.663","28.663","0","28.663"
"1","48","48","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005593702341474388","""showerhead""","0.051655104979702084","0.48555079030393494","0.14162698281775898","""-1235288826""","28.302","28.302","28.302","0","28.302"
"1","49","52","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01084159767109025","""showerhead""","0.051655104979702084","0.43963414944801155","0.14162698281775898","""-2064398234""","28.418000000000003","28.418000000000003","28.418000000000003","0","28.418000000000003"
"1","50","52","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01084159767109025","""showerhead""","0.051655104979702084","0.43963414944801155","0.14162698281775898","""-1135831156""","28.199999999999996","28.199999999999996","28.199999999999996","0","28.199999999999996"
"1","51","52","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01084159767109025","""showerhead""","0.051655104979702084","0.43963414944801155","0.14162698281775898","""-983328121""","28.852999999999998","28.852999999999998","28.852999999999998","0","28.852999999999998"
"1","52","52","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01084159767109025","""showerhead""","0.051655104979702084","0.43963414944801155","0.14162698281775898","""1631831055""","28.424","28.424","28.424","0","28.424"
"1","53","56","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01084159767109025","""showerhead""","0.051655104979702084","0.42735722620311195","0.14162698281775898","""1123354392""","28.701999999999998","28.701999999999998","28.701999999999998","0","28.701999999999998"
"1","54","56","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01084159767109025","""showerhead""","0.051655104979702084","0.42735722620311195","0.14162698281775898","""1596590959""","27.888000000000005","27.888000000000005","27.888000000000005","0","27.888000000000005"
"1","55","56","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01084159767109025","""showerhead""","0.051655104979702084","0.42735722620311195","0.14162698281775898","""-1426878024""","27.918","27.918","27.918","0","27.918"
"1","56","56","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01084159767109025","""showerhead""","0.051655104979702084","0.42735722620311195","0.14162698281775898","""-743039118""","28.160999999999998","28.160999999999998","28.160999999999998","0","28.160999999999998"
"1","57","60","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01084159767109025","""showerhead""","0.051655104979702084","0.47454348424367215","0.14162698281775898","""-498937690""","28.745","28.745","28.745","0","28.745"
"1","58","60","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01084159767109025","""showerhead""","0.051655104979702084","0.47454348424367215","0.14162698281775898","""-1942650815""","29.335","29.335","29.335","0","29.335"
"1","59","60","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01084159767109025","""showerhead""","0.051655104979702084","0.47454348424367215","0.14162698281775898","""1930093872""","29.066000000000003","29.066000000000003","29.066000000000003","0","29.066000000000003"
"1","60","60","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01084159767109025","""showerhead""","0.051655104979702084","0.47454348424367215","0.14162698281775898","""-217755436""","28.516","28.516","28.516","0","28.516"
"1","61","64","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0046126510586041985","""showerhead""","0.051655104979702084","0.47454348424367215","0.14753143397214757","""1516171222""","27.966","27.966","27.966","0","27.966"
"1","62","64","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0046126510586041985","""showerhead""","0.051655104979702084","0.47454348424367215","0.14753143397214757","""1275692131""","28.426000000000002","28.426000000000002","28.426000000000002","0","28.426000000000002"
"1","63","64","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0046126510586041985","""showerhead""","0.051655104979702084","0.47454348424367215","0.14753143397214757","""-291350583""","29.098000000000003","29.098000000000003","29.098000000000003","0","29.098000000000003"
"1","64","64","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0046126510586041985","""showerhead""","0.051655104979702084","0.47454348424367215","0.14753143397214757","""811471026""","27.725000000000005","27.725000000000005","27.725000000000005","0","27.725000000000005"
"1","65","68","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0046126510586041985","""showerhead""","0","0.47454348424367215","0.14753143397214757","""205654099""","29.259","29.259","29.259","0","29.259"
"1","66","68","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0046126510586041985","""showerhead""","0","0.47454348424367215","0.14753143397214757","""657545973""","27.788999999999998","27.788999999999998","27.788999999999998","0","27.788999999999998"
"1","67","68","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0046126510586041985","""showerhead""","0","0.47454348424367215","0.14753143397214757","""-783077864""","27.436","27.436","27.436","0","27.436"
"1","68","68","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0046126510586041985","""showerhead""","0","0.47454348424367215","0.14753143397214757","""-1420643774""","27.344","27.344","27.344","0","27.344"
"1","69","72","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0046126510586041985","""showerhead""","0","0.29340376489813075","0.14753143397214757","""-1146914409""","27.482999999999997","27.482999999999997","27.482999999999997","0","27.482999999999997"
"1","70","72","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0046126510586041985","""showerhead""","0","0.29340376489813075","0.14753143397214757","""-602134043""","28.967","28.967","28.967","0","28.967"
"1","71","72","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0046126510586041985","""showerhead""","0","0.29340376489813075","0.14753143397214757","""-192964175""","28.584000000000003","28.584000000000003","28.584000000000003","0","28.584000000000003"
"1","72","72","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0046126510586041985","""showerhead""","0","0.29340376489813075","0.14753143397214757","""1375359641""","28.492","28.492","28.492","0","28.492"
"1","73","76","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0046126510586041985","""showerhead""","0","0.3519580924953582","0.14753143397214757","""-1474217074""","28.817","28.817","28.817","0","28.817"
"1","74","76","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0046126510586041985","""showerhead""","0","0.3519580924953582","0.14753143397214757","""-1172892297""","28.208","28.208","28.208","0","28.208"
"1","75","76","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0046126510586041985","""showerhead""","0","0.3519580924953582","0.14753143397214757","""665870899""","28.605000000000004","28.605000000000004","28.605000000000004","0","28.605000000000004"
"1","76","76","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0046126510586041985","""showerhead""","0","0.3519580924953582","0.14753143397214757","""-1771902563""","29.782","29.782","29.782","0","29.782"
"1","77","80","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011712400239270723","""showerhead""","0","0.3519580924953582","0.14753143397214757","""-1566982269""","28.380000000000003","28.380000000000003","28.380000000000003","0","28.380000000000003"
"1","78","80","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011712400239270723","""showerhead""","0","0.3519580924953582","0.14753143397214757","""-1350361472""","28.083999999999996","28.083999999999996","28.083999999999996","0","28.083999999999996"
"1","79","80","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011712400239270723","""showerhead""","0","0.3519580924953582","0.14753143397214757","""-1530238639""","28.037","28.037","28.037","0","28.037"
"1","80","80","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011712400239270723","""showerhead""","0","0.3519580924953582","0.14753143397214757","""-730648663""","28.396","28.396","28.396","0","28.396"
"1","81","84","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011712400239270723","""showerhead""","0","0.3519580924953582","0.11269592869860916","""-629088458""","29.382","29.382","29.382","0","29.382"
"1","82","84","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011712400239270723","""showerhead""","0","0.3519580924953582","0.11269592869860916","""-2113561807""","28.363","28.363","28.363","0","28.363"
"1","83","84","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011712400239270723","""showerhead""","0","0.3519580924953582","0.11269592869860916","""461063567""","29.031","29.031","29.031","0","29.031"
"1","84","84","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011712400239270723","""showerhead""","0","0.3519580924953582","0.11269592869860916","""1497469551""","28.374","28.374","28.374","0","28.374"
"1","85","88","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011712400239270723","""showerhead""","0","0.3519580924953582","0.20503342908617456","""83689136""","29.038000000000004","29.038000000000004","29.038000000000004","0","29.038000000000004"
"1","86","88","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011712400239270723","""showerhead""","0","0.3519580924953582","0.20503342908617456","""-1436300989""","28.767000000000003","28.767000000000003","28.767000000000003","0","28.767000000000003"
"1","87","88","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011712400239270723","""showerhead""","0","0.3519580924953582","0.20503342908617456","""1560402788""","27.619","27.619","27.619","0","27.619"
"1","88","88","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011712400239270723","""showerhead""","0","0.3519580924953582","0.20503342908617456","""2107845371""","28.783","28.783","28.783","0","28.783"
"1","89","92","1000","""suslab""","""schwarz-alternative""","true","0","false","0.009974669500890595","""showerhead""","0","0.3519580924953582","0.20503342908617456","""1317279420""","28.220999999999997","28.220999999999997","28.220999999999997","0","28.220999999999997"
"1","90","92","1000","""suslab""","""schwarz-alternative""","true","0","false","0.009974669500890595","""showerhead""","0","0.3519580924953582","0.20503342908617456","""-523265181""","28.442999999999998","28.442999999999998","28.442999999999998","0","28.442999999999998"
"1","91","92","1000","""suslab""","""schwarz-alternative""","true","0","false","0.009974669500890595","""showerhead""","0","0.3519580924953582","0.20503342908617456","""780402219""","28.435000000000002","28.435000000000002","28.435000000000002","0","28.435000000000002"
"1","92","92","1000","""suslab""","""schwarz-alternative""","true","0","false","0.009974669500890595","""showerhead""","0","0.3519580924953582","0.20503342908617456","""1520940305""","28.108000000000004","28.108000000000004","28.108000000000004","0","28.108000000000004"
"1","93","96","1000","""suslab""","""schwarz-alternative""","true","0","false","0.009974669500890595","""showerhead""","0","0.3519580924953582","0.28639322808781276","""-1139593947""","27.848","27.848","27.848","0","27.848"
"1","94","96","1000","""suslab""","""schwarz-alternative""","true","0","false","0.009974669500890595","""showerhead""","0","0.3519580924953582","0.28639322808781276","""-909967551""","28.436999999999998","28.436999999999998","28.436999999999998","0","28.436999999999998"
"1","95","96","1000","""suslab""","""schwarz-alternative""","true","0","false","0.009974669500890595","""showerhead""","0","0.3519580924953582","0.28639322808781276","""-1288212501""","29.375999999999998","29.375999999999998","29.375999999999998","0","29.375999999999998"
"1","96","96","1000","""suslab""","""schwarz-alternative""","true","0","false","0.009974669500890595","""showerhead""","0","0.3519580924953582","0.28639322808781276","""-1842028531""","29.259","29.259","29.259","0","29.259"
"1","97","100","1000","""suslab""","""schwarz-alternative""","true","0","false","0.015611155324554357","""showerhead""","0","0.3519580924953582","0.20503342908617456","""942364633""","27.845","27.845","27.845","0","27.845"
"1","98","100","1000","""suslab""","""schwarz-alternative""","true","0","false","0.015611155324554357","""showerhead""","0","0.3519580924953582","0.20503342908617456","""-919378367""","28.523000000000003","28.523000000000003","28.523000000000003","0","28.523000000000003"
"1","99","100","1000","""suslab""","""schwarz-alternative""","true","0","false","0.015611155324554357","""showerhead""","0","0.3519580924953582","0.20503342908617456","""1570393563""","28.458000000000002","28.458000000000002","28.458000000000002","0","28.458000000000002"
"1","100","100","1000","""suslab""","""schwarz-alternative""","true","0","false","0.015611155324554357","""showerhead""","0","0.3519580924953582","0.20503342908617456","""-422154196""","28.373","28.373","28.373","0","28.373"
"1","101","104","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01728049986737338","""showerhead""","0","0.3519580924953582","0.20503342908617456","""1770852916""","27.767999999999997","27.767999999999997","27.767999999999997","0","27.767999999999997"
"1","102","104","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01728049986737338","""showerhead""","0","0.3519580924953582","0.20503342908617456","""-581709597""","28.427","28.427","28.427","0","28.427"
"1","103","104","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01728049986737338","""showerhead""","0","0.3519580924953582","0.20503342908617456","""-1282183050""","28.026","28.026","28.026","0","28.026"
"1","104","104","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01728049986737338","""showerhead""","0","0.3519580924953582","0.20503342908617456","""75077081""","28.455999999999996","28.455999999999996","28.455999999999996","0","28.455999999999996"
"1","105","108","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01728049986737338","""showerhead""","0","0.3978201613296314","0.1340172352379903","""-451922975""","28.444","28.444","28.444","0","28.444"
"1","106","108","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01728049986737338","""showerhead""","0","0.3978201613296314","0.1340172352379903","""1233995939""","27.499000000000002","27.499000000000002","27.499000000000002","0","27.499000000000002"
"1","107","108","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01728049986737338","""showerhead""","0","0.3978201613296314","0.1340172352379903","""451977845""","28.031","28.031","28.031","0","28.031"
"1","108","108","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01728049986737338","""showerhead""","0","0.3978201613296314","0.1340172352379903","""564249499""","29.767","29.767","29.767","0","29.767"
"1","109","112","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01728049986737338","""showerhead""","0","0.3978201613296314","0.1819459886176005","""391358575""","28.358999999999998","28.358999999999998","28.358999999999998","0","28.358999999999998"
"1","110","112","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01728049986737338","""showerhead""","0","0.3978201613296314","0.1819459886176005","""1696141125""","28.31","28.31","28.31","0","28.31"
"1","111","112","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01728049986737338","""showerhead""","0","0.3978201613296314","0.1819459886176005","""-288566020""","28.698999999999998","28.698999999999998","28.698999999999998","0","28.698999999999998"
"1","112","112","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01728049986737338","""showerhead""","0","0.3978201613296314","0.1819459886176005","""1911168678""","28.781999999999996","28.781999999999996","28.781999999999996","0","28.781999999999996"
"1","113","116","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0","0.3978201613296314","0.1340172352379903","""-1773443704""","27.748","27.748","27.748","0","27.748"
"1","114","116","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0","0.3978201613296314","0.1340172352379903","""487663508""","28.145000000000003","28.145000000000003","28.145000000000003","0","28.145000000000003"
"1","115","116","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0","0.3978201613296314","0.1340172352379903","""1767868369""","28.876","28.876","28.876","0","28.876"
"1","116","116","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0","0.3978201613296314","0.1340172352379903","""1099785592""","29.075","29.075","29.075","0","29.075"
"1","117","120","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.07965835680765876","0.3978201613296314","0.1340172352379903","""2044405080""","28.185000000000002","28.185000000000002","28.185000000000002","0","28.185000000000002"
"1","118","120","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.07965835680765876","0.3978201613296314","0.1340172352379903","""-1023779947""","29.03","29.03","29.03","0","29.03"
"1","119","120","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.07965835680765876","0.3978201613296314","0.1340172352379903","""-1693324238""","27.881999999999998","27.881999999999998","27.881999999999998","0","27.881999999999998"
"1","120","120","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.07965835680765876","0.3978201613296314","0.1340172352379903","""-1968356088""","28.621","28.621","28.621","0","28.621"
"1","121","124","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.07965835680765876","0.3978201613296314","0","""-1769946297""","28.152","28.152","28.152","0","28.152"
"1","122","124","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.07965835680765876","0.3978201613296314","0","""-1509318834""","27.981","27.981","27.981","0","27.981"
"1","123","124","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.07965835680765876","0.3978201613296314","0","""1706816651""","28.930999999999997","28.930999999999997","28.930999999999997","0","28.930999999999997"
"1","124","124","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.07965835680765876","0.3978201613296314","0","""920056705""","28.594","28.594","28.594","0","28.594"
"1","125","128","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.07965835680765876","0.3978201613296314","0.14273513172002353","""1671545050""","28.249","28.249","28.249","0","28.249"
"1","126","128","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.07965835680765876","0.3978201613296314","0.14273513172002353","""-752709910""","29.29","29.29","29.29","0","29.29"
"1","127","128","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.07965835680765876","0.3978201613296314","0.14273513172002353","""212904972""","28.404","28.404","28.404","0","28.404"
"1","128","128","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.07965835680765876","0.3978201613296314","0.14273513172002353","""-1416677514""","27.756000000000004","27.756000000000004","27.756000000000004","0","27.756000000000004"
